fecha_factura,trimestre,cliente_id,sku,unidades_vendidas,kilos_vendidos,kilos_vendidos_calculados,valor_venta,responsable_comercial,comentario,archivo_origen,Mes
2025-03-11,1,C018,130101,264,39.6,39.6,1087750,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-11,1,C018,300101,74,17.02,17.02,479140,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-11,1,C018,130103,118,33.984,33.98,710470,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-11,1,C004,130101,340,N/A,51.0,1384460,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-11,1,C006,110113,60,15.0,15.0,689550,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-11,1,C006,300102,53,12.19,12.19,359180,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-11,1,C006,300101,71,16.33,16.33,460820,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110110,6,2.16,2.16,155260,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,900102,19,N/A,1.52,142930,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C017,900103,2,0.16,0.16,16480,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,110105,15,2.25,2.25,171790,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,900103,23,1.84,1.84,190650,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110107,13,1.625,1.62,131950,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110106,13,1.625,1.62,133550,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,110107,9,1.125,1.12,91060,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,900104,12,0.96,0.96,86700,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,110108,10,1.5,1.5,121140,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,110101,14,2.1,2.1,161460,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C015,110112,21,2.1,2.1,109780,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110114,16,4.0,4.0,297450,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110102,19,N/A,2.85,213660,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110101,18,2.7,2.7,205100,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,110109,10,1.5,1.5,121310,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110105,14,2.1,2.1,157310,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,110109,14,2.1,2.1,167700,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C012,900104,13,1.04,1.04,95350,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C017,120103,6,1.2,1.2,47000,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-12,1,C013,110110,6,2.16,2.16,157390,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C014,110101,42,6.3,6.3,465250,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C001,900102,70,5.6,5.6,528280,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C002,900103,40,3.2,3.2,327600,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C016,110110,17,6.12,6.12,435640,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C001,110110,35,12.6,12.6,886150,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,300101,49,11.27,11.27,331030,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C001,110101,60,9.0,9.0,659630,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,110101,37,5.55,5.55,400550,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C016,130101,86,12.9,12.9,377130,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C002,900101,44,3.52,3.52,339610,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C002,110102,49,7.35,7.35,530780,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C001,900103,56,4.48,4.48,466000,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C016,110101,43,6.45,6.45,476340,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C014,110106,34,4.25,4.25,327960,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,130101,76,11.4,11.4,325730,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,120103,54,10.8,10.8,403790,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C001,110105,58,8.7,8.7,639310,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,900102,46,3.68,3.68,343290,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,110113,44,11.0,11.0,521860,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C014,120101,91,22.75,22.75,698070,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C014,900103,50,4.0,4.0,403330,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C003,900104,54,4.32,4.32,379080,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C001,130101,108,16.2,16.2,458650,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-13,1,C014,110103,54,8.1,8.1,603910,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C005,130104,163,24.45,24.45,697350,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C004,130103,219,63.072,63.07,1310620,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C018,120101,100,25.0,25.0,743380,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C018,120104,69,13.8,13.8,394730,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C005,120103,80,16.0,16.0,590090,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C006,120101,98,24.5,24.5,727830,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C017,110108,2,0.3,0.3,23970,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C018,110113,75,18.75,18.75,833840,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C005,900102,65,5.2,5.2,459790,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C006,130101,198,29.7,29.7,813570,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C005,130103,150,43.2,43.2,886550,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C006,130104,85,12.75,12.75,362460,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C005,300101,110,25.3,25.3,723840,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C018,120103,76,15.2,15.2,551010,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C004,110113,96,24.0,24.0,1086070,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C017,110113,4,1.0,1.0,47920,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C006,120103,75,15.0,15.0,542170,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C004,130104,175,26.25,26.25,747540,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C004,300101,121,27.83,27.83,793410,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C018,300102,66,15.18,15.18,457400,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C005,110113,64,16.0,16.0,714480,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C004,120101,216,54.0,54.0,1595120,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C004,120104,138,27.6,27.6,821310,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-14,1,C017,300101,4,0.92,0.92,27760,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-15,1,C015,900102,6,0.48,0.48,45550,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-15,1,C015,120103,13,2.6,2.6,99890,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-15,1,C015,300102,17,3.91,3.91,124760,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-15,1,C015,900101,8,0.64,0.64,60850,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,110103,57,8.55,8.55,620800,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,110112,75,7.5,7.5,390950,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,110115,42,10.5,10.5,798720,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,900104,30,2.4,2.4,196070,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110115,19,4.75,4.75,346220,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,300101,65,14.95,14.95,437210,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,110110,22,7.92,7.92,570060,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,120104,48,9.6,9.6,295050,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110109,18,2.7,2.7,196370,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,110105,39,5.85,5.85,435750,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,900101,32,2.56,2.56,232390,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,900104,59,4.72,4.72,419660,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110111,30,30.0,30.0,1884590,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,110113,51,12.75,12.75,589960,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,130103,91,26.208,26.21,558970,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,110115,48,12.0,12.0,899140,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,110102,46,6.9,6.9,508920,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,110102,37,5.55,5.55,401450,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,110104,49,7.35,7.35,543270,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,110110,24,8.64,8.64,620710,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110114,28,7.0,7.0,493670,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,120101,87,21.75,21.75,655910,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,130101,96,14.4,14.4,416260,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110116,36,36.0,36.0,2290930,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C014,120104,53,10.6,10.6,323430,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,900103,22,1.76,1.76,165230,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110110,19,6.84,6.84,462660,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,110114,36,9.0,9.0,664740,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110114,42,10.5,10.5,718490,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C017,110112,7,0.7,0.7,37460,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,900101,35,2.8,2.8,250470,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110110,20,7.2,7.2,476970,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,110114,46,11.5,11.5,850810,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110108,26,3.9,3.9,291380,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,110115,30,7.5,7.5,578010,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110116,31,31.0,31.0,1927980,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,900104,43,3.44,3.44,297570,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C001,900101,77,6.16,6.16,582660,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,900103,46,3.68,3.68,379400,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110115,30,7.5,7.5,524410,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,900103,38,3.04,3.04,285400,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C017,130101,3,0.45,0.45,13310,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110111,41,41.0,41.0,2475750,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,300102,39,8.97,8.97,277370,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C001,120103,94,18.8,18.8,722700,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,120101,106,26.5,26.5,813270,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,130103,70,20.16,20.16,441610,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,120103,61,12.2,12.2,467740,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C016,120104,63,12.6,12.6,379310,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,900104,32,2.56,2.56,207360,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C003,110102,45,6.75,6.75,503710,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,130103,88,25.344,25.34,554610,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C001,110115,76,19.0,19.0,1457900,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C011,110106,22,2.75,2.75,206460,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C017,120103,5,1.0,1.0,38610,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C017,900102,3,0.24,0.24,22930,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C017,120101,5,1.25,1.25,38650,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C001,110104,65,9.75,9.75,707640,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,130101,80,12.0,12.0,338420,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110106,30,3.75,3.75,273010,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,110113,48,12.0,12.0,563560,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C001,110107,55,6.875,6.88,534560,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C001,110106,53,6.625,6.62,525260,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C017,900103,2,0.16,0.16,16970,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C002,110112,106,10.6,10.6,553140,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110108,32,4.8,4.8,351010,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-17,1,C010,110109,26,3.9,3.9,291260,Valentina Cruz,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,900105,35,35.0,35.0,3056790,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,130104,100,15.0,15.0,397830,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,300103,173,173.0,173.0,4963700,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,110116,50,N/A,50.0,2913860,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C004,110112,203,20.3,20.3,1008150,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C005,110112,109,10.9,10.9,543800,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C006,900102,49,3.92,3.92,344980,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,900105,39,39.0,39.0,3444870,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C005,120104,118,23.6,23.6,682320,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,300104,175,175.0,175.0,5104200,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,900105,52,52.0,52.0,4484070,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,130102,189,189.0,189.0,3504720,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,110111,60,60.0,60.0,3626980,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,300103,129,129.0,129.0,3636800,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,110111,53,53.0,53.0,3197360,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,130102,196,196.0,196.0,3738610,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,110116,71,71.0,71.0,4330010,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,900106,41,41.0,41.0,3509990,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C005,120101,183,45.75,45.75,1317280,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,120102,182,182.0,182.0,5090090,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C006,300101,50,11.5,11.5,331180,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,130104,68,10.2,10.2,273570,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C006,110112,105,10.5,10.5,531740,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,900106,55,55.0,55.0,4843640,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C005,130101,330,N/A,49.5,1383080,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,120102,157,157.0,157.0,4406520,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,110116,81,81.0,81.0,4813460,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C005,300102,59,13.57,13.57,401710,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,300104,126,126.0,126.0,3639840,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,300103,107,107.0,107.0,3010200,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,120102,195,195.0,195.0,5355800,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C018,130104,120,18.0,18.0,520960,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,130104,74,9.99,11.1,310890,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C008,300104,113,113.0,113.0,3193090,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,130102,152,152.0,152.0,2913400,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C009,900106,46,46.0,46.0,4070520,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C018,900102,71,5.68,5.68,502290,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C004,300102,102,23.46,23.46,710330,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-18,1,C007,110111,89,89.0,89.0,5328540,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C017,130101,3,0.45,0.45,13360,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C017,110113,4,1.0,1.0,49040,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C013,900103,15,1.2,1.2,127640,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C012,900102,11,0.88,0.88,83620,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C013,900101,12,0.96,0.96,94230,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C013,110115,14,3.5,3.5,267460,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C015,130101,20,3.0,3.0,88340,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C013,110114,9,2.25,2.25,169150,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C015,110112,17,1.7,1.7,90860,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C015,120101,18,4.5,4.5,136400,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C017,900103,2,0.16,0.16,16970,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C013,110102,16,2.4,2.4,180900,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C015,110113,14,3.5,3.5,166290,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C012,900101,19,1.52,1.52,146500,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-19,1,C012,110115,16,4.0,4.0,310630,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C003,300102,50,N/A,11.5,359310,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C014,130103,69,19.872,19.87,420590,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C002,110101,36,5.4,5.4,399780,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C002,110103,46,6.9,6.9,502930,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C003,110114,39,9.75,9.75,726880,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C001,300102,63,14.49,14.49,459460,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C002,120104,55,11.0,11.0,331260,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C001,900104,68,5.44,5.44,482450,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C001,110102,62,9.3,9.3,671740,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C016,900102,47,3.76,3.76,344470,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C014,300102,51,11.73,11.73,368530,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C002,300101,55,12.65,12.65,372030,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C003,900103,36,2.88,2.88,296260,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C001,120104,73,14.6,14.6,449830,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C002,900102,49,3.92,3.92,365520,Sara Vélez,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C016,300101,44,10.12,10.12,294450,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C016,900101,38,3.04,3.04,285720,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C001,120101,167,41.75,41.75,1268810,Laura Mejía,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C001,300101,102,23.46,23.46,701320,Daniel Rojas,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C014,110112,77,7.7,7.7,407770,María Paz Torres,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C016,110103,32,4.8,4.8,349830,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C003,110112,103,10.3,10.3,546250,Nicolás Pardo,N/A,ERP_COMERCIAL_Q1,2025-03
2025-03-20,1,C016,120101,64,16.0,16.0,478810,Juan Sebastián León,N/A,ERP_COMERCIAL_Q1,2025-03
