fecha_factura,semestre,cliente_id,sku,unidades_vendidas,kilos_vendidos,kilos_vendidos_calculados,valor_venta,archivo_origen,Mes
2025-02-26,1,C012,110109,4,0.6,0.6,69180,POS_SHARE_H1,2025-02
2025-02-27,1,C012,110109,1,0.15,0.15,16830,POS_SHARE_H1,2025-02
2025-03-01,1,C012,110109,2,0.3,0.3,35020,POS_SHARE_H1,2025-03
2025-03-05,1,C012,110109,3,N/A,0.45,50670,POS_SHARE_H1,2025-03
2025-03-06,1,C012,110109,2,0.3,0.3,34880,POS_SHARE_H1,2025-03
2025-03-08,1,C012,110109,2,0.3,0.3,34680,POS_SHARE_H1,2025-03
2025-03-11,1,C012,110109,3,0.45,0.45,52550,POS_SHARE_H1,2025-03
2025-03-13,1,C012,110109,1,0.15,0.15,17240,POS_SHARE_H1,2025-03
2025-03-14,1,C012,110109,2,0.3,0.3,35040,POS_SHARE_H1,2025-03
2025-03-16,1,C012,110109,2,0.3,0.3,34020,POS_SHARE_H1,2025-03
2025-03-22,1,C012,110109,3,0.45,0.45,51800,POS_SHARE_H1,2025-03
2025-03-23,1,C012,110109,2,0.3,0.3,33700,POS_SHARE_H1,2025-03
2025-03-25,1,C012,110109,1,0.15,0.15,16980,POS_SHARE_H1,2025-03
2025-03-27,1,C012,110109,3,0.45,0.45,52000,POS_SHARE_H1,2025-03
2025-03-28,1,C012,110109,1,0.15,0.15,17250,POS_SHARE_H1,2025-03
2025-03-29,1,C012,110109,2,0.3,0.3,33850,POS_SHARE_H1,2025-03
2025-03-31,1,C012,110109,2,0.3,0.3,34250,POS_SHARE_H1,2025-03
2025-04-02,1,C012,110109,2,0.3,0.3,34490,POS_SHARE_H1,2025-04
2025-04-04,1,C012,110109,2,0.3,0.3,33620,POS_SHARE_H1,2025-04
2025-04-05,1,C012,110109,1,0.15,0.15,17040,POS_SHARE_H1,2025-04
2025-04-07,1,C012,110109,1,0.15,0.15,17350,POS_SHARE_H1,2025-04
2025-04-08,1,C012,110109,1,0.15,0.15,17530,POS_SHARE_H1,2025-04
2025-04-09,1,C012,110109,1,0.15,0.15,17370,POS_SHARE_H1,2025-04
2025-04-11,1,C012,110109,1,0.15,0.15,16860,POS_SHARE_H1,2025-04
2025-04-12,1,C012,110109,1,0.15,0.15,17220,POS_SHARE_H1,2025-04
2025-04-13,1,C012,110109,2,0.3,0.3,34330,POS_SHARE_H1,2025-04
2025-04-14,1,C012,110109,3,0.45,0.45,50730,POS_SHARE_H1,2025-04
2025-04-16,1,C012,110109,1,0.15,0.15,16870,POS_SHARE_H1,2025-04
2025-04-17,1,C012,110109,1,0.15,0.15,17510,POS_SHARE_H1,2025-04
2025-04-18,1,C012,110109,2,0.3,0.3,33930,POS_SHARE_H1,2025-04
2025-04-19,1,C012,110109,1,0.15,0.15,17320,POS_SHARE_H1,2025-04
2025-04-20,1,C012,110109,1,0.15,0.15,17120,POS_SHARE_H1,2025-04
2025-04-21,1,C012,110109,2,0.3,0.3,34970,POS_SHARE_H1,2025-04
2025-04-22,1,C012,110109,2,0.3,0.3,33870,POS_SHARE_H1,2025-04
2025-04-23,1,C012,110109,3,0.45,0.45,52220,POS_SHARE_H1,2025-04
2025-04-24,1,C012,110109,1,0.15,0.15,17070,POS_SHARE_H1,2025-04
2025-04-25,1,C012,110109,1,N/A,0.15,16930,POS_SHARE_H1,2025-04
2025-04-26,1,C012,110109,2,0.3,0.3,33500,POS_SHARE_H1,2025-04
2025-04-27,1,C012,110109,1,0.15,0.15,17260,POS_SHARE_H1,2025-04
2025-04-28,1,C012,110109,3,0.45,0.45,51200,POS_SHARE_H1,2025-04
2025-04-29,1,C012,110109,1,0.15,0.15,16880,POS_SHARE_H1,2025-04
2025-05-01,1,C012,110109,1,0.15,0.15,17060,POS_SHARE_H1,2025-05
2025-05-03,1,C012,110109,3,0.45,0.45,50480,POS_SHARE_H1,2025-05
2025-05-05,1,C012,110109,4,N/A,0.6,67840,POS_SHARE_H1,2025-05
2025-05-09,1,C012,110109,2,0.3,0.3,35060,POS_SHARE_H1,2025-05
2025-05-10,1,C012,110109,2,0.3,0.3,34150,POS_SHARE_H1,2025-05
2025-05-13,1,C012,110109,2,0.3,0.3,33670,POS_SHARE_H1,2025-05
2025-05-14,1,C012,110109,1,0.15,0.15,17150,POS_SHARE_H1,2025-05
2025-05-15,1,C012,110109,2,0.3,0.3,35010,POS_SHARE_H1,2025-05
2025-05-17,1,C012,110109,1,0.15,0.15,17390,POS_SHARE_H1,2025-05
2025-05-20,1,C012,110109,1,0.15,0.15,16900,POS_SHARE_H1,2025-05
2025-05-23,1,C012,110109,2,0.3,0.3,34020,POS_SHARE_H1,2025-05
2025-05-26,1,C012,110109,2,0.3,0.3,33790,POS_SHARE_H1,2025-05
2025-05-27,1,C012,110109,3,0.45,0.45,52320,POS_SHARE_H1,2025-05
2025-05-30,1,C012,110109,2,0.3,0.3,34470,POS_SHARE_H1,2025-05
2025-05-31,1,C012,110109,1,0.15,0.15,16840,POS_SHARE_H1,2025-05
2025-06-05,1,C012,110109,1,0.15,0.15,17500,POS_SHARE_H1,2025-06
2025-06-06,1,C012,110109,1,0.15,0.15,17100,POS_SHARE_H1,2025-06
2025-06-07,1,C012,110109,1,0.15,0.15,17060,POS_SHARE_H1,2025-06
2025-06-08,1,C012,110109,1,0.15,0.15,17090,POS_SHARE_H1,2025-06
2025-06-10,1,C012,110109,1,0.15,0.15,16750,POS_SHARE_H1,2025-06
2025-06-12,1,C012,110109,1,0.15,0.15,17280,POS_SHARE_H1,2025-06
2025-06-13,1,C012,110109,1,0.15,0.15,16860,POS_SHARE_H1,2025-06
2025-06-15,1,C012,110109,2,0.3,0.3,34910,POS_SHARE_H1,2025-06
2025-06-17,1,C012,110109,2,0.3,0.3,34640,POS_SHARE_H1,2025-06
2025-06-19,1,C012,110109,1,0.15,0.15,17090,POS_SHARE_H1,2025-06
2025-06-21,1,C012,110109,1,0.15,0.15,17550,POS_SHARE_H1,2025-06
2025-06-22,1,C012,110109,1,0.15,0.15,16810,POS_SHARE_H1,2025-06
2025-06-23,1,C012,110109,3,0.45,0.45,51980,POS_SHARE_H1,2025-06
2025-06-24,1,C012,110109,1,0.15,0.15,17070,POS_SHARE_H1,2025-06
2025-06-25,1,C012,110109,1,0.15,0.15,16740,POS_SHARE_H1,2025-06
2025-06-26,1,C012,110109,3,0.45,0.45,52130,POS_SHARE_H1,2025-06
2025-06-27,1,C012,110109,2,0.3,0.3,34640,POS_SHARE_H1,2025-06
2025-06-28,1,C012,110109,1,0.15,0.15,17250,POS_SHARE_H1,2025-06
2025-06-30,1,C012,110109,1,0.15,0.15,17000,POS_SHARE_H1,2025-06
2025-01-04,1,C012,110110,1,0.36,0.36,36880,POS_SHARE_H1,2025-01
2025-01-08,1,C012,110110,1,0.36,0.36,37170,POS_SHARE_H1,2025-01
2025-01-10,1,C012,110110,1,0.36,0.36,37060,POS_SHARE_H1,2025-01
2025-01-11,1,C012,110110,1,0.36,0.36,36910,POS_SHARE_H1,2025-01
2025-01-14,1,C012,110110,1,0.36,0.36,37850,POS_SHARE_H1,2025-01
2025-01-16,1,C012,110110,1,0.36,0.36,36760,POS_SHARE_H1,2025-01
2025-01-18,1,C012,110110,1,0.36,0.36,38070,POS_SHARE_H1,2025-01
2025-01-19,1,C012,110110,2,0.72,0.72,74420,POS_SHARE_H1,2025-01
2025-01-23,1,C012,110110,1,0.36,0.36,36480,POS_SHARE_H1,2025-01
2025-01-25,1,C012,110110,1,0.36,0.36,36930,POS_SHARE_H1,2025-01
2025-01-30,1,C012,110110,1,0.36,0.36,37220,POS_SHARE_H1,2025-01
2025-01-31,1,C012,110110,1,0.36,0.36,36600,POS_SHARE_H1,2025-01
2025-02-02,1,C012,110110,2,0.72,0.72,74090,POS_SHARE_H1,2025-02
2025-02-09,1,C012,110110,1,0.36,0.36,36790,POS_SHARE_H1,2025-02
2025-02-10,1,C012,110110,1,0.36,0.36,37240,POS_SHARE_H1,2025-02
2025-02-13,1,C012,110110,1,0.36,0.36,37710,POS_SHARE_H1,2025-02
2025-02-15,1,C012,110110,2,0.72,0.72,75460,POS_SHARE_H1,2025-02
2025-02-22,1,C012,110110,1,0.36,0.36,38050,POS_SHARE_H1,2025-02
2025-02-25,1,C012,110110,1,N/A,0.36,36860,POS_SHARE_H1,2025-02
2025-02-26,1,C012,110110,1,0.36,0.36,37570,POS_SHARE_H1,2025-02
2025-03-01,1,C012,110110,1,0.36,0.36,37350,POS_SHARE_H1,2025-03
2025-03-03,1,C012,110110,1,0.36,0.36,37840,POS_SHARE_H1,2025-03
2025-03-04,1,C012,110110,2,0.72,0.72,73210,POS_SHARE_H1,2025-03
2025-03-05,1,C012,110110,1,0.36,0.36,37620,POS_SHARE_H1,2025-03
2025-03-06,1,C012,110110,2,0.72,0.72,72510,POS_SHARE_H1,2025-03
2025-03-07,1,C012,110110,2,0.72,0.72,74580,POS_SHARE_H1,2025-03
2025-03-11,1,C012,110110,1,0.36,0.36,37050,POS_SHARE_H1,2025-03
2025-03-12,1,C012,110110,1,0.36,0.36,37080,POS_SHARE_H1,2025-03
2025-03-13,1,C012,110110,2,0.72,0.72,72740,POS_SHARE_H1,2025-03
2025-03-15,1,C012,110110,1,0.36,0.36,36920,POS_SHARE_H1,2025-03
2025-03-18,1,C012,110110,1,0.36,0.36,36640,POS_SHARE_H1,2025-03
2025-03-19,1,C012,110110,1,0.36,0.36,36620,POS_SHARE_H1,2025-03
2025-03-20,1,C012,110110,2,0.72,0.72,75620,POS_SHARE_H1,2025-03
2025-03-22,1,C012,110110,1,0.36,0.36,37950,POS_SHARE_H1,2025-03
2025-03-26,1,C012,110110,2,0.72,0.72,72970,POS_SHARE_H1,2025-03
2025-03-27,1,C012,110110,1,0.36,0.36,36270,POS_SHARE_H1,2025-03
2025-03-29,1,C012,110110,1,0.36,0.36,36710,POS_SHARE_H1,2025-03
2025-03-31,1,C012,110110,1,0.36,0.36,37570,POS_SHARE_H1,2025-03
2025-04-06,1,C012,110110,1,0.36,0.36,36530,POS_SHARE_H1,2025-04
2025-04-08,1,C012,110110,1,0.36,0.36,37170,POS_SHARE_H1,2025-04
2025-04-11,1,C012,110110,1,0.36,0.36,37390,POS_SHARE_H1,2025-04
2025-04-13,1,C012,110110,1,0.36,0.36,37560,POS_SHARE_H1,2025-04
2025-04-16,1,C012,110110,1,0.36,0.36,37780,POS_SHARE_H1,2025-04
2025-04-19,1,C012,110110,1,0.36,0.36,37000,POS_SHARE_H1,2025-04
2025-04-22,1,C012,110110,1,0.36,0.36,36290,POS_SHARE_H1,2025-04
2025-04-24,1,C012,110110,1,0.36,0.36,36540,POS_SHARE_H1,2025-04
2025-04-25,1,C012,110110,1,0.36,0.36,36340,POS_SHARE_H1,2025-04
2025-04-26,1,C012,110110,2,0.72,0.72,73340,POS_SHARE_H1,2025-04
2025-04-27,1,C012,110110,1,0.36,0.36,37740,POS_SHARE_H1,2025-04
2025-05-02,1,C012,110110,1,0.36,0.36,36670,POS_SHARE_H1,2025-05
2025-05-04,1,C012,110110,3,N/A,1.08,113640,POS_SHARE_H1,2025-05
2025-05-09,1,C012,110110,1,0.36,0.36,36640,POS_SHARE_H1,2025-05
2025-05-13,1,C012,110110,1,0.36,0.36,36880,POS_SHARE_H1,2025-05
2025-05-15,1,C012,110110,1,0.36,0.36,37340,POS_SHARE_H1,2025-05
2025-05-16,1,C012,110110,2,0.72,0.72,73220,POS_SHARE_H1,2025-05
2025-05-22,1,C012,110110,1,0.36,0.36,37670,POS_SHARE_H1,2025-05
2025-05-23,1,C012,110110,1,0.36,0.36,36460,POS_SHARE_H1,2025-05
2025-05-25,1,C012,110110,2,0.72,0.72,74180,POS_SHARE_H1,2025-05
2025-05-27,1,C012,110110,1,0.36,0.36,36530,POS_SHARE_H1,2025-05
2025-05-28,1,C012,110110,1,0.36,0.36,37610,POS_SHARE_H1,2025-05
2025-05-29,1,C012,110110,2,0.72,0.72,74740,POS_SHARE_H1,2025-05
2025-05-30,1,C012,110110,1,0.36,0.36,36300,POS_SHARE_H1,2025-05
2025-05-31,1,C012,110110,2,0.72,0.72,75440,POS_SHARE_H1,2025-05
2025-06-07,1,C012,110110,2,0.72,0.72,75340,POS_SHARE_H1,2025-06
2025-06-08,1,C012,110110,1,0.36,0.36,37560,POS_SHARE_H1,2025-06
2025-06-09,1,C012,110110,1,0.36,0.36,37830,POS_SHARE_H1,2025-06
2025-06-14,1,C012,110110,1,0.36,0.36,37140,POS_SHARE_H1,2025-06
2025-06-15,1,C012,110110,1,0.36,0.36,36600,POS_SHARE_H1,2025-06
2025-06-18,1,C012,110110,1,0.36,0.36,37880,POS_SHARE_H1,2025-06
2025-06-20,1,C012,110110,2,0.72,0.72,73450,POS_SHARE_H1,2025-06
2025-06-24,1,C012,110110,1,0.36,0.36,37910,POS_SHARE_H1,2025-06
2025-06-25,1,C012,110110,2,0.72,0.72,74590,POS_SHARE_H1,2025-06
2025-06-26,1,C012,110110,2,0.72,0.72,73590,POS_SHARE_H1,2025-06
2025-06-27,1,C012,110110,1,0.36,0.36,36910,POS_SHARE_H1,2025-06
2025-06-29,1,C012,110110,1,0.36,0.36,37150,POS_SHARE_H1,2025-06
2025-01-01,1,C012,110114,3,0.75,0.75,81780,POS_SHARE_H1,2025-01
2025-01-03,1,C012,110114,1,0.25,0.25,27070,POS_SHARE_H1,2025-01
2025-01-04,1,C012,110114,1,0.25,0.25,26400,POS_SHARE_H1,2025-01
2025-01-08,1,C012,110114,2,0.5,0.5,52780,POS_SHARE_H1,2025-01
2025-01-10,1,C012,110114,1,0.25,0.25,26490,POS_SHARE_H1,2025-01
2025-01-11,1,C012,110114,1,0.25,0.25,26290,POS_SHARE_H1,2025-01
2025-01-13,1,C012,110114,1,0.25,0.25,26360,POS_SHARE_H1,2025-01
2025-01-14,1,C012,110114,1,0.25,0.25,27400,POS_SHARE_H1,2025-01
2025-01-16,1,C012,110114,1,0.25,0.25,27310,POS_SHARE_H1,2025-01
2025-01-17,1,C012,110114,3,0.75,0.75,80300,POS_SHARE_H1,2025-01
2025-01-18,1,C012,110114,2,0.5,0.5,52400,POS_SHARE_H1,2025-01
2025-01-19,1,C012,110114,1,0.25,0.25,27120,POS_SHARE_H1,2025-01
2025-01-20,1,C012,110114,1,0.25,0.25,26170,POS_SHARE_H1,2025-01
2025-01-21,1,C012,110114,1,0.25,0.25,27090,POS_SHARE_H1,2025-01
2025-01-23,1,C012,110114,1,0.25,0.25,27060,POS_SHARE_H1,2025-01
2025-01-24,1,C012,110114,2,0.5,0.5,53530,POS_SHARE_H1,2025-01
2025-01-25,1,C012,110114,2,0.5,0.5,52270,POS_SHARE_H1,2025-01
2025-01-26,1,C012,110114,1,0.25,0.25,26790,POS_SHARE_H1,2025-01
2025-01-28,1,C012,110114,3,0.75,0.75,79100,POS_SHARE_H1,2025-01
2025-01-29,1,C012,110114,1,0.25,0.25,26220,POS_SHARE_H1,2025-01
2025-01-30,1,C012,110114,1,0.25,0.25,27450,POS_SHARE_H1,2025-01
2025-02-01,1,C012,110114,1,0.25,0.25,26960,POS_SHARE_H1,2025-02
2025-02-08,1,C012,110114,1,0.25,0.25,27100,POS_SHARE_H1,2025-02
2025-02-11,1,C012,110114,1,0.25,0.25,26280,POS_SHARE_H1,2025-02
2025-02-12,1,C012,110114,2,0.5,0.5,54370,POS_SHARE_H1,2025-02
2025-02-16,1,C012,110114,1,0.25,0.25,27350,POS_SHARE_H1,2025-02
2025-02-17,1,C012,110114,1,0.25,0.25,27080,POS_SHARE_H1,2025-02
2025-02-18,1,C012,110114,1,0.25,0.25,26790,POS_SHARE_H1,2025-02
2025-02-21,1,C012,110114,1,0.25,0.25,26420,POS_SHARE_H1,2025-02
2025-02-22,1,C012,110114,1,0.25,0.25,26920,POS_SHARE_H1,2025-02
2025-02-23,1,C012,110114,1,0.25,0.25,27280,POS_SHARE_H1,2025-02
2025-02-24,1,C012,110114,1,0.25,0.25,26150,POS_SHARE_H1,2025-02
2025-02-27,1,C012,110114,1,0.25,0.25,26310,POS_SHARE_H1,2025-02
2025-02-28,1,C012,110114,2,0.5,0.5,54860,POS_SHARE_H1,2025-02
2025-03-02,1,C012,110114,1,0.25,0.25,26930,POS_SHARE_H1,2025-03
2025-03-04,1,C012,110114,1,0.25,0.25,26850,POS_SHARE_H1,2025-03
2025-03-06,1,C012,110114,2,N/A,0.5,52600,POS_SHARE_H1,2025-03
2025-03-07,1,C012,110114,1,0.25,0.25,27060,POS_SHARE_H1,2025-03
2025-03-08,1,C012,110114,2,0.5,0.5,52660,POS_SHARE_H1,2025-03
2025-03-10,1,C012,110114,3,0.75,0.75,78480,POS_SHARE_H1,2025-03
2025-03-11,1,C012,110114,2,0.5,0.5,53900,POS_SHARE_H1,2025-03
2025-03-12,1,C012,110114,1,0.25,0.25,27210,POS_SHARE_H1,2025-03
2025-03-14,1,C012,110114,1,0.25,0.25,26490,POS_SHARE_H1,2025-03
2025-03-15,1,C012,110114,1,0.25,0.25,27170,POS_SHARE_H1,2025-03
2025-03-16,1,C012,110114,1,0.25,0.25,26850,POS_SHARE_H1,2025-03
2025-03-17,1,C012,110114,1,0.25,0.25,26570,POS_SHARE_H1,2025-03
2025-03-18,1,C012,110114,1,0.25,0.25,26310,POS_SHARE_H1,2025-03
2025-03-20,1,C012,110114,1,0.25,0.25,26900,POS_SHARE_H1,2025-03
2025-03-21,1,C012,110114,2,0.5,0.5,54680,POS_SHARE_H1,2025-03
2025-03-22,1,C012,110114,1,0.25,0.25,26810,POS_SHARE_H1,2025-03
2025-03-26,1,C012,110114,2,0.5,0.5,53320,POS_SHARE_H1,2025-03
2025-03-27,1,C012,110114,1,0.25,0.25,27390,POS_SHARE_H1,2025-03
2025-03-28,1,C012,110114,3,0.75,0.75,81150,POS_SHARE_H1,2025-03
2025-03-30,1,C012,110114,1,0.25,0.25,26130,POS_SHARE_H1,2025-03
2025-03-31,1,C012,110114,1,0.25,0.25,26540,POS_SHARE_H1,2025-03
2025-04-02,1,C012,110114,1,0.25,0.25,26520,POS_SHARE_H1,2025-04
2025-04-05,1,C012,110114,1,N/A,0.25,27130,POS_SHARE_H1,2025-04
2025-04-07,1,C012,110114,1,0.25,0.25,26310,POS_SHARE_H1,2025-04
2025-04-08,1,C012,110114,3,0.75,0.75,79760,POS_SHARE_H1,2025-04
2025-04-09,1,C012,110114,3,0.75,0.75,78910,POS_SHARE_H1,2025-04
2025-04-11,1,C012,110114,2,0.5,0.5,54060,POS_SHARE_H1,2025-04
2025-04-13,1,C012,110114,1,0.25,0.25,27180,POS_SHARE_H1,2025-04
2025-04-14,1,C012,110114,1,0.25,0.25,26260,POS_SHARE_H1,2025-04
2025-04-15,1,C012,110114,2,0.5,0.5,53010,POS_SHARE_H1,2025-04
2025-04-16,1,C012,110114,1,0.25,0.25,26490,POS_SHARE_H1,2025-04
2025-04-17,1,C012,110114,2,0.5,0.5,53540,POS_SHARE_H1,2025-04
2025-04-18,1,C012,110114,1,0.25,0.25,26280,POS_SHARE_H1,2025-04
2025-04-23,1,C012,110114,3,0.81,0.75,80770,POS_SHARE_H1,2025-04
2025-04-24,1,C012,110114,1,0.25,0.25,26140,POS_SHARE_H1,2025-04
2025-04-25,1,C012,110114,3,0.75,0.75,80870,POS_SHARE_H1,2025-04
2025-04-26,1,C012,110114,1,0.25,0.25,26700,POS_SHARE_H1,2025-04
2025-04-28,1,C012,110114,1,0.25,0.25,26200,POS_SHARE_H1,2025-04
2025-05-01,1,C012,110114,1,0.25,0.25,26440,POS_SHARE_H1,2025-05
2025-05-03,1,C012,110114,1,0.25,0.25,26330,POS_SHARE_H1,2025-05
2025-05-04,1,C012,110114,2,0.5,0.5,52370,POS_SHARE_H1,2025-05
2025-05-06,1,C012,110114,2,0.5,0.5,54710,POS_SHARE_H1,2025-05
2025-05-08,1,C012,110114,1,0.25,0.25,27160,POS_SHARE_H1,2025-05
2025-05-10,1,C012,110114,1,0.25,0.25,26760,POS_SHARE_H1,2025-05
2025-05-11,1,C012,110114,1,0.25,0.25,27120,POS_SHARE_H1,2025-05
2025-05-13,1,C012,110114,1,0.25,0.25,26810,POS_SHARE_H1,2025-05
2025-05-14,1,C012,110114,1,0.25,0.25,26660,POS_SHARE_H1,2025-05
2025-05-15,1,C012,110114,2,0.5,0.5,52260,POS_SHARE_H1,2025-05
2025-05-16,1,C012,110114,3,0.75,0.75,79850,POS_SHARE_H1,2025-05
2025-05-17,1,C012,110114,1,0.25,0.25,26330,POS_SHARE_H1,2025-05
2025-05-19,1,C012,110114,2,0.5,0.5,52240,POS_SHARE_H1,2025-05
2025-05-20,1,C012,110114,2,0.5,0.5,54300,POS_SHARE_H1,2025-05
2025-05-21,1,C012,110114,2,0.5,0.5,54650,POS_SHARE_H1,2025-05
2025-05-22,1,C012,110114,1,0.25,0.25,26890,POS_SHARE_H1,2025-05
2025-05-23,1,C012,110114,3,0.75,0.75,79660,POS_SHARE_H1,2025-05
2025-05-27,1,C012,110114,1,0.25,0.25,27300,POS_SHARE_H1,2025-05
2025-05-28,1,C012,110114,1,0.25,0.25,27130,POS_SHARE_H1,2025-05
2025-05-29,1,C012,110114,3,0.75,0.75,81220,POS_SHARE_H1,2025-05
2025-05-31,1,C012,110114,1,0.25,0.25,27270,POS_SHARE_H1,2025-05
2025-06-01,1,C012,110114,1,0.25,0.25,26160,POS_SHARE_H1,2025-06
2025-06-04,1,C012,110114,1,0.25,0.25,26860,POS_SHARE_H1,2025-06
2025-06-06,1,C012,110114,1,0.25,0.25,26200,POS_SHARE_H1,2025-06
2025-06-08,1,C012,110114,2,N/A,0.5,54440,POS_SHARE_H1,2025-06
2025-06-09,1,C012,110114,2,0.5,0.5,54240,POS_SHARE_H1,2025-06
2025-06-10,1,C012,110114,2,0.5,0.5,54700,POS_SHARE_H1,2025-06
2025-06-11,1,C012,110114,1,0.25,0.25,27210,POS_SHARE_H1,2025-06
2025-06-12,1,C012,110114,1,0.25,0.25,26660,POS_SHARE_H1,2025-06
2025-06-13,1,C012,110114,2,0.5,0.5,53080,POS_SHARE_H1,2025-06
2025-06-14,1,C012,110114,2,0.5,0.5,52350,POS_SHARE_H1,2025-06
2025-06-19,1,C012,110114,1,0.25,0.25,26370,POS_SHARE_H1,2025-06
2025-06-20,1,C012,110114,2,0.5,0.5,52790,POS_SHARE_H1,2025-06
2025-06-21,1,C012,110114,2,0.5,0.5,54900,POS_SHARE_H1,2025-06
2025-06-22,1,C012,110114,2,0.5,0.5,53800,POS_SHARE_H1,2025-06
2025-06-23,1,C012,110114,1,0.25,0.25,26140,POS_SHARE_H1,2025-06
2025-06-24,1,C012,110114,1,0.25,0.25,26440,POS_SHARE_H1,2025-06
2025-06-25,1,C012,110114,2,0.5,0.5,54840,POS_SHARE_H1,2025-06
2025-06-26,1,C012,110114,1,0.25,0.25,27310,POS_SHARE_H1,2025-06
2025-06-27,1,C012,110114,1,0.25,0.25,26910,POS_SHARE_H1,2025-06
2025-06-28,1,C012,110114,3,0.75,0.75,80780,POS_SHARE_H1,2025-06
2025-01-03,1,C012,110115,1,0.25,0.25,28200,POS_SHARE_H1,2025-01
2025-01-05,1,C012,110115,2,0.5,0.5,54370,POS_SHARE_H1,2025-01
2025-01-06,1,C012,110115,2,0.5,0.5,54370,POS_SHARE_H1,2025-01
2025-01-07,1,C012,110115,1,0.25,0.25,27870,POS_SHARE_H1,2025-01
2025-01-08,1,C012,110115,3,0.75,0.75,84540,POS_SHARE_H1,2025-01
2025-01-11,1,C012,110115,2,0.5,0.5,54840,POS_SHARE_H1,2025-01
2025-01-14,1,C012,110115,1,N/A,0.25,27220,POS_SHARE_H1,2025-01
2025-01-16,1,C012,110115,2,0.5,0.5,54870,POS_SHARE_H1,2025-01
2025-01-18,1,C012,110115,1,0.25,0.25,26970,POS_SHARE_H1,2025-01
2025-01-19,1,C012,110115,1,0.25,0.25,27300,POS_SHARE_H1,2025-01
2025-01-20,1,C012,110115,2,0.5,0.5,55470,POS_SHARE_H1,2025-01
2025-01-21,1,C012,110115,1,0.25,0.25,27110,POS_SHARE_H1,2025-01
2025-01-22,1,C012,110115,1,0.25,0.25,28140,POS_SHARE_H1,2025-01
2025-01-24,1,C012,110115,3,0.75,0.75,81220,POS_SHARE_H1,2025-01
2025-01-25,1,C012,110115,1,0.25,0.25,27700,POS_SHARE_H1,2025-01
2025-01-26,1,C012,110115,1,0.25,0.25,27090,POS_SHARE_H1,2025-01
2025-01-28,1,C012,110115,1,N/A,0.25,27960,POS_SHARE_H1,2025-01
2025-01-29,1,C012,110115,1,0.25,0.25,27320,POS_SHARE_H1,2025-01
2025-01-30,1,C012,110115,1,0.25,0.25,26930,POS_SHARE_H1,2025-01
2025-02-01,1,C012,110115,1,0.25,0.25,28080,POS_SHARE_H1,2025-02
2025-02-02,1,C012,110115,1,0.25,0.25,27810,POS_SHARE_H1,2025-02
2025-02-04,1,C012,110115,1,0.25,0.25,27830,POS_SHARE_H1,2025-02
2025-02-06,1,C012,110115,1,0.25,0.25,27590,POS_SHARE_H1,2025-02
2025-02-07,1,C012,110115,4,1.0,1.0,108410,POS_SHARE_H1,2025-02
2025-02-08,1,C012,110115,2,0.5,0.5,55340,POS_SHARE_H1,2025-02
2025-02-11,1,C012,110115,1,0.25,0.25,27460,POS_SHARE_H1,2025-02
2025-02-13,1,C012,110115,1,0.25,0.25,27000,POS_SHARE_H1,2025-02
2025-02-14,1,C012,110115,2,0.5,0.5,55940,POS_SHARE_H1,2025-02
2025-02-15,1,C012,110115,3,0.75,0.75,83530,POS_SHARE_H1,2025-02
2025-02-17,1,C012,110115,1,0.25,0.25,27730,POS_SHARE_H1,2025-02
2025-02-19,1,C012,110115,1,0.25,0.25,27090,POS_SHARE_H1,2025-02
2025-02-20,1,C012,110115,2,0.5,0.5,54020,POS_SHARE_H1,2025-02
2025-02-21,1,C012,110115,3,0.75,0.75,84680,POS_SHARE_H1,2025-02
2025-02-24,1,C012,110115,2,0.5,0.5,54990,POS_SHARE_H1,2025-02
2025-02-25,1,C012,110115,1,0.25,0.25,27550,POS_SHARE_H1,2025-02
2025-02-26,1,C012,110115,2,0.5,0.5,55160,POS_SHARE_H1,2025-02
2025-02-27,1,C012,110115,1,0.25,0.25,28210,POS_SHARE_H1,2025-02
2025-02-28,1,C012,110115,1,0.25,0.25,27060,POS_SHARE_H1,2025-02
2025-03-01,1,C012,110115,2,0.5,0.5,54670,POS_SHARE_H1,2025-03
2025-03-02,1,C012,110115,2,0.5,0.5,56260,POS_SHARE_H1,2025-03
2025-03-05,1,C012,110115,2,0.5,0.5,54340,POS_SHARE_H1,2025-03
2025-03-06,1,C012,110115,4,1.0,1.0,110540,POS_SHARE_H1,2025-03
2025-03-08,1,C012,110115,2,0.5,0.5,55980,POS_SHARE_H1,2025-03
2025-03-11,1,C012,110115,1,0.25,0.25,27880,POS_SHARE_H1,2025-03
2025-03-12,1,C012,110115,1,0.25,0.25,28190,POS_SHARE_H1,2025-03
2025-03-13,1,C012,110115,1,N/A,0.25,27140,POS_SHARE_H1,2025-03
2025-03-14,1,C012,110115,1,0.25,0.25,27090,POS_SHARE_H1,2025-03
2025-03-15,1,C012,110115,3,0.75,0.75,82230,POS_SHARE_H1,2025-03
2025-03-16,1,C012,110115,2,0.5,0.5,55020,POS_SHARE_H1,2025-03
2025-03-18,1,C012,110115,1,0.25,0.25,27410,POS_SHARE_H1,2025-03
2025-03-20,1,C012,110115,1,0.25,0.25,27970,POS_SHARE_H1,2025-03
2025-03-22,1,C012,110115,4,1.0,1.0,108960,POS_SHARE_H1,2025-03
2025-03-23,1,C012,110115,1,0.25,0.25,28070,POS_SHARE_H1,2025-03
