Mes,cliente_id,sku,Unidades_Sell_In,Unidades_Sell_Out,Unidades_Inicial,Kilos_Inicial,Inventario_Anterior,Variacion_Inventario,Unidades_Inventario_Final,Kilos_Inventario_Final,DOH,Estado_Abastecimiento
2025-04,C003,900102,147,166,85.0,6.8,53.0,-19.0,34.0,2.72,6.144578313253012,🟢 Bien
2025-05,C003,900102,147,124,85.0,6.8,34.0,23.0,57.0,4.5600000000000005,13.79032258064516,🟡 Sobre
2025-06,C003,900102,159,136,85.0,6.8,57.0,23.0,80.0,6.4,17.647058823529413,🟡 Sobre
2025-07,C003,900102,155,165,85.0,6.8,80.0,-10.0,70.0,5.6000000000000005,12.727272727272728,🟡 Sobre
2025-08,C003,900102,120,157,85.0,6.8,70.0,-37.0,33.0,2.6400000000000006,6.305732484076433,🟢 Bien
2025-09,C003,900102,171,149,85.0,6.8,33.0,22.0,55.0,4.4,11.073825503355705,🟡 Sobre
2025-10,C003,900102,165,179,85.0,6.8,55.0,-14.0,41.0,3.2800000000000002,6.871508379888269,🟢 Bien
2025-11,C003,900102,138,158,85.0,6.8,41.0,-20.0,21.0,1.6800000000000002,3.9873417721518982,🟢 Bien
2025-12,C003,900102,220,200,85.0,6.8,21.0,20.0,41.0,3.2800000000000002,6.1499999999999995,🟢 Bien
2025-01,C003,900103,88,105,54.0,4.32,54.0,-17.0,37.0,2.96,10.571428571428573,🟡 Sobre
2025-02,C003,900103,114,93,54.0,4.32,37.0,21.0,58.0,4.64,18.70967741935484,🟡 Sobre
2025-03,C003,900103,75,104,54.0,4.32,58.0,-29.0,29.0,2.32,8.365384615384615,🟡 Sobre
2025-04,C003,900103,109,101,54.0,4.32,29.0,8.0,37.0,2.96,10.99009900990099,🟡 Sobre
2025-05,C003,900103,115,120,54.0,4.32,37.0,-5.0,32.0,2.56,8.0,🟡 Sobre
2025-06,C003,900103,125,120,54.0,4.32,32.0,5.0,37.0,2.96,9.25,🟡 Sobre
2025-07,C003,900103,125,104,54.0,4.32,37.0,21.0,58.0,4.64,16.73076923076923,🟡 Sobre
2025-08,C003,900103,93,107,54.0,4.32,58.0,-14.0,44.0,3.5199999999999996,12.336448598130842,🟡 Sobre
2025-09,C003,900103,133,127,54.0,4.32,44.0,6.0,50.0,3.9999999999999996,11.811023622047244,🟡 Sobre
2025-10,C003,900103,137,127,54.0,4.32,50.0,10.0,60.0,4.8,14.173228346456693,🟡 Sobre
2025-11,C003,900103,114,141,54.0,4.32,60.0,-27.0,33.0,2.6399999999999997,7.0212765957446805,🟡 Sobre
2025-12,C003,900103,174,138,54.0,4.32,33.0,36.0,69.0,5.52,15.0,🟡 Sobre
2025-01,C003,900104,97,153,92.0,7.36,92.0,-56.0,36.0,2.88,7.0588235294117645,🟡 Sobre
2025-02,C003,900104,151,155,92.0,7.36,36.0,-4.0,32.0,2.56,6.193548387096774,🟢 Bien
2025-03,C003,900104,171,154,92.0,7.36,32.0,17.0,49.0,3.92,9.545454545454545,🟡 Sobre
2025-04,C003,900104,162,138,92.0,7.36,49.0,24.0,73.0,5.84,15.869565217391305,🟡 Sobre
2025-05,C003,900104,104,144,92.0,7.36,73.0,-40.0,33.0,2.6399999999999997,6.875,🟢 Bien
2025-06,C003,900104,183,150,92.0,7.36,33.0,33.0,66.0,5.279999999999999,13.2,🟡 Sobre
2025-07,C003,900104,163,144,92.0,7.36,66.0,19.0,85.0,6.799999999999999,17.708333333333332,🟡 Sobre
2025-08,C003,900104,123,150,92.0,7.36,85.0,-27.0,58.0,4.639999999999999,11.6,🟡 Sobre
2025-09,C003,900104,183,159,92.0,7.36,58.0,24.0,82.0,6.559999999999999,15.471698113207546,🟡 Sobre
2025-10,C003,900104,182,180,92.0,7.36,82.0,2.0,84.0,6.719999999999999,14.0,🟡 Sobre
2025-11,C003,900104,131,166,92.0,7.36,84.0,-35.0,49.0,3.9199999999999986,8.855421686746988,🟡 Sobre
2025-12,C003,900104,212,186,92.0,7.36,49.0,26.0,75.0,5.999999999999998,12.096774193548386,🟡 Sobre
2025-01,C004,110112,489,509,222.0,22.200000000000003,222.0,-20.0,202.0,20.200000000000003,11.905697445972494,🟡 Sobre
2025-02,C004,110112,506,516,222.0,22.200000000000003,202.0,-10.0,192.0,19.200000000000003,11.162790697674419,🟡 Sobre
2025-03,C004,110112,555,560,222.0,22.200000000000003,192.0,-5.0,187.0,18.700000000000003,10.017857142857142,🟡 Sobre
2025-04,C004,110112,609,576,222.0,22.200000000000003,187.0,33.0,220.0,22.000000000000004,11.458333333333332,🟡 Sobre
2025-05,C004,110112,636,621,222.0,22.200000000000003,220.0,15.0,235.0,23.500000000000004,11.352657004830919,🟡 Sobre
2025-06,C004,110112,403,587,222.0,22.200000000000003,235.0,-184.0,51.0,5.100000000000001,2.606473594548552,🟢 Bien
2025-07,C004,110112,608,578,222.0,22.200000000000003,51.0,30.0,81.0,8.100000000000001,4.204152249134949,🟢 Bien
2025-08,C004,110112,732,595,222.0,22.200000000000003,81.0,137.0,218.0,21.800000000000004,10.991596638655462,🟡 Sobre
2025-09,C004,110112,530,566,222.0,22.200000000000003,218.0,-36.0,182.0,18.200000000000003,9.646643109540637,🟡 Sobre
2025-10,C004,110112,723,646,222.0,22.200000000000003,182.0,77.0,259.0,25.900000000000002,12.027863777089784,🟡 Sobre
2025-11,C004,110112,568,589,222.0,22.200000000000003,259.0,-21.0,238.0,23.8,12.122241086587437,🟡 Sobre
2025-12,C004,110112,676,653,222.0,22.200000000000003,238.0,23.0,261.0,26.1,11.990811638591119,🟡 Sobre
2025-01,C004,110113,228,310,145.0,36.25,145.0,-82.0,63.0,15.75,6.096774193548387,🟢 Bien
2025-02,C004,110113,278,260,145.0,36.25,63.0,18.0,81.0,20.25,9.346153846153847,🟡 Sobre
2025-03,C004,110113,342,316,145.0,36.25,81.0,26.0,107.0,26.75,10.158227848101266,🟡 Sobre
2025-04,C004,110113,256,295,145.0,36.25,107.0,-39.0,68.0,17.0,6.915254237288136,🟢 Bien
2025-05,C004,110113,272,293,145.0,36.25,68.0,-21.0,47.0,11.75,4.812286689419795,🟢 Bien
2025-06,C004,110113,369,308,145.0,36.25,47.0,61.0,108.0,27.0,10.51948051948052,🟡 Sobre
2025-07,C004,110113,337,322,145.0,36.25,108.0,15.0,123.0,30.75,11.459627329192546,🟡 Sobre
2025-08,C004,110113,305,311,145.0,36.25,123.0,-6.0,117.0,29.25,11.286173633440516,🟡 Sobre
2025-09,C004,110113,320,299,145.0,36.25,117.0,21.0,138.0,34.5,13.846153846153847,🟡 Sobre
2025-10,C004,110113,346,344,145.0,36.25,138.0,2.0,140.0,35.0,12.209302325581396,🟡 Sobre
2025-11,C004,110113,330,341,145.0,36.25,140.0,-11.0,129.0,32.25,11.348973607038124,🟡 Sobre
2025-12,C004,110113,347,332,145.0,36.25,129.0,15.0,144.0,36.0,13.012048192771084,🟡 Sobre
2025-01,C004,120101,562,575,269.0,67.25,269.0,-13.0,256.0,64.0,13.356521739130436,🟡 Sobre
2025-02,C004,120101,373,489,269.0,67.25,256.0,-116.0,140.0,35.0,8.588957055214724,🟡 Sobre
2025-03,C004,120101,645,644,269.0,67.25,140.0,1.0,141.0,35.25,6.568322981366459,🟢 Bien
2025-04,C004,120101,589,533,269.0,67.25,141.0,56.0,197.0,49.25,11.088180112570356,🟡 Sobre
2025-05,C004,120101,705,645,269.0,67.25,197.0,60.0,257.0,64.25,11.953488372093023,🟡 Sobre
2025-06,C004,120101,419,590,269.0,67.25,257.0,-171.0,86.0,21.5,4.372881355932203,🟢 Bien
2025-07,C004,120101,631,626,269.0,67.25,86.0,5.0,91.0,22.75,4.361022364217252,🟢 Bien
2025-08,C004,120101,634,631,269.0,67.25,91.0,3.0,94.0,23.5,4.469096671949287,🟢 Bien
2025-09,C004,120101,649,614,269.0,67.25,94.0,35.0,129.0,32.25,6.302931596091206,🟢 Bien
2025-10,C004,120101,776,703,269.0,67.25,129.0,73.0,202.0,50.5,8.620199146514935,🟡 Sobre
2025-11,C004,120101,608,653,269.0,67.25,202.0,-45.0,157.0,39.25,7.212863705972435,🟡 Sobre
2025-12,C004,120101,842,733,269.0,67.25,157.0,109.0,266.0,66.5,10.886766712141881,🟡 Sobre
2025-01,C004,120103,341,424,174.0,34.800000000000004,174.0,-83.0,91.0,18.200000000000003,6.438679245283019,🟢 Bien
2025-02,C004,120103,401,399,174.0,34.800000000000004,91.0,2.0,93.0,18.6,6.992481203007518,🟢 Bien
2025-03,C004,120103,526,460,174.0,34.800000000000004,93.0,66.0,159.0,31.800000000000004,10.369565217391305,🟡 Sobre
2025-04,C004,120103,412,442,174.0,34.800000000000004,159.0,-30.0,129.0,25.800000000000004,8.755656108597286,🟡 Sobre
2025-05,C004,120103,419,440,174.0,34.800000000000004,129.0,-21.0,108.0,21.600000000000005,7.363636363636363,🟡 Sobre
2025-06,C004,120103,458,444,174.0,34.800000000000004,108.0,14.0,122.0,24.400000000000006,8.243243243243244,🟡 Sobre
2025-07,C004,120103,457,524,174.0,34.800000000000004,122.0,-67.0,55.0,11.000000000000005,3.1488549618320607,🟢 Bien
2025-08,C004,120103,590,497,174.0,34.800000000000004,55.0,93.0,148.0,29.60000000000001,8.933601609657948,🟡 Sobre
2025-09,C004,120103,561,501,174.0,34.800000000000004,148.0,60.0,208.0,41.60000000000001,12.45508982035928,🟡 Sobre
2025-10,C004,120103,433,490,174.0,34.800000000000004,208.0,-57.0,151.0,30.20000000000001,9.244897959183673,🟡 Sobre
2025-11,C004,120103,403,486,174.0,34.800000000000004,151.0,-83.0,68.0,13.600000000000009,4.197530864197531,🟢 Bien
2025-12,C004,120103,852,539,174.0,34.800000000000004,68.0,313.0,381.0,76.20000000000002,21.205936920222634,🟡 Sobre
2025-01,C004,120104,402,394,177.0,35.4,177.0,8.0,185.0,37.0,14.086294416243655,🟡 Sobre
2025-02,C004,120104,272,363,177.0,35.4,185.0,-91.0,94.0,18.8,7.768595041322314,🟡 Sobre
2025-03,C004,120104,436,428,177.0,35.4,94.0,8.0,102.0,20.400000000000002,7.149532710280374,🟡 Sobre
2025-04,C004,120104,393,408,177.0,35.4,102.0,-15.0,87.0,17.400000000000002,6.397058823529411,🟢 Bien
2025-05,C004,120104,422,420,177.0,35.4,87.0,2.0,89.0,17.8,6.357142857142857,🟢 Bien
2025-06,C004,120104,436,474,177.0,35.4,89.0,-38.0,51.0,10.2,3.227848101265823,🟢 Bien
2025-07,C004,120104,489,460,177.0,35.4,51.0,29.0,80.0,16.0,5.217391304347826,🟢 Bien
2025-08,C004,120104,539,439,177.0,35.4,80.0,100.0,180.0,36.0,12.300683371298405,🟡 Sobre
2025-09,C004,120104,482,459,177.0,35.4,180.0,23.0,203.0,40.6,13.267973856209151,🟡 Sobre
2025-10,C004,120104,506,505,177.0,35.4,203.0,1.0,204.0,40.800000000000004,12.118811881188119,🟡 Sobre
2025-11,C004,120104,468,494,177.0,35.4,204.0,-26.0,178.0,35.6,10.809716599190283,🟡 Sobre
2025-12,C004,120104,501,551,177.0,35.4,178.0,-50.0,128.0,25.6,6.969147005444646,🟢 Bien
2025-01,C004,130101,1036,1081,424.0,63.599999999999994,424.0,-45.0,379.0,56.849999999999994,10.518038852913968,🟡 Sobre
2025-02,C004,130101,1065,957,424.0,63.599999999999994,379.0,108.0,487.0,73.05,15.266457680250783,🟡 Sobre
2025-03,C004,130101,678,1033,424.0,63.599999999999994,487.0,-355.0,132.0,19.799999999999997,3.8334946757018393,🟢 Bien
2025-04,C004,130101,1444,1122,424.0,63.599999999999994,132.0,322.0,454.0,68.1,12.139037433155082,🟡 Sobre
2025-05,C004,130101,1037,1169,424.0,63.599999999999994,454.0,-132.0,322.0,48.3,8.263473053892216,🟡 Sobre
2025-06,C004,130101,1022,1068,424.0,63.599999999999994,322.0,-46.0,276.0,41.4,7.752808988764046,🟡 Sobre
2025-07,C004,130101,1350,1197,424.0,63.599999999999994,276.0,153.0,429.0,64.35,10.75187969924812,🟡 Sobre
2025-08,C004,130101,1161,1142,424.0,63.599999999999994,429.0,19.0,448.0,67.19999999999999,11.768826619964974,🟡 Sobre
2025-09,C004,130101,1109,1166,424.0,63.599999999999994,448.0,-57.0,391.0,58.64999999999999,10.060034305317325,🟡 Sobre
2025-10,C004,130101,1101,1239,424.0,63.599999999999994,391.0,-138.0,253.0,37.94999999999999,6.1259079903147695,🟢 Bien
2025-11,C004,130101,1411,1197,424.0,63.599999999999994,253.0,214.0,467.0,70.04999999999998,11.704260651629072,🟡 Sobre
2025-12,C004,130101,1146,1279,424.0,63.599999999999994,467.0,-133.0,334.0,50.09999999999998,7.834245504300234,🟡 Sobre
2025-01,C004,130103,630,660,336.0,96.76799999999999,336.0,-30.0,306.0,88.12799999999999,13.909090909090908,🟡 Sobre
2025-02,C004,130103,491,627,336.0,96.76799999999999,306.0,-136.0,170.0,48.95999999999999,8.133971291866029,🟡 Sobre
2025-03,C004,130103,706,688,336.0,96.76799999999999,170.0,18.0,188.0,54.143999999999984,8.19767441860465,🟡 Sobre
2025-04,C004,130103,680,702,336.0,96.76799999999999,188.0,-22.0,166.0,47.807999999999986,7.094017094017094,🟡 Sobre
2025-05,C004,130103,1016,742,336.0,96.76799999999999,166.0,274.0,440.0,126.71999999999997,17.789757412398924,🟡 Sobre
2025-06,C004,130103,612,725,336.0,96.76799999999999,440.0,-113.0,327.0,94.17599999999997,13.53103448275862,🟡 Sobre
2025-07,C004,130103,741,737,336.0,96.76799999999999,327.0,4.0,331.0,95.32799999999997,13.473541383989145,🟡 Sobre
2025-08,C004,130103,742,736,336.0,96.76799999999999,331.0,6.0,337.0,97.05599999999997,13.736413043478262,🟡 Sobre
2025-09,C004,130103,691,728,336.0,96.76799999999999,337.0,-37.0,300.0,86.39999999999998,12.362637362637361,🟡 Sobre
2025-10,C004,130103,815,806,336.0,96.76799999999999,300.0,9.0,309.0,88.99199999999998,11.501240694789082,🟡 Sobre
2025-11,C004,130103,786,725,336.0,96.76799999999999,309.0,61.0,370.0,106.55999999999997,15.310344827586208,🟡 Sobre
2025-12,C004,130103,785,794,336.0,96.76799999999999,370.0,-9.0,361.0,103.96799999999998,13.639798488664988,🟡 Sobre
2025-01,C004,130104,437,452,245.0,36.75,245.0,-15.0,230.0,34.5,15.265486725663717,🟡 Sobre
2025-02,C004,130104,347,442,245.0,36.75,230.0,-95.0,135.0,20.25,9.162895927601811,🟡 Sobre
2025-03,C004,130104,531,539,245.0,36.75,135.0,-8.0,127.0,19.05,7.0686456400742115,🟡 Sobre
2025-04,C004,130104,607,510,245.0,36.75,127.0,97.0,224.0,33.6,13.176470588235293,🟡 Sobre
2025-05,C004,130104,525,529,245.0,36.75,224.0,-4.0,220.0,33.0,12.476370510396976,🟡 Sobre
2025-06,C004,130104,322,459,245.0,36.75,220.0,-137.0,83.0,12.45,5.424836601307189,🟢 Bien
2025-07,C004,130104,694,565,245.0,36.75,83.0,129.0,212.0,31.799999999999997,11.256637168141593,🟡 Sobre
2025-08,C004,130104,523,579,245.0,36.75,212.0,-56.0,156.0,23.4,8.082901554404145,🟡 Sobre
2025-09,C004,130104,557,542,245.0,36.75,156.0,15.0,171.0,25.65,9.464944649446494,🟡 Sobre
2025-10,C004,130104,634,609,245.0,36.75,171.0,25.0,196.0,29.4,9.655172413793103,🟡 Sobre
2025-11,C004,130104,512,530,245.0,36.75,196.0,-18.0,178.0,26.7,10.075471698113207,🟡 Sobre
2025-12,C004,130104,575,598,245.0,36.75,178.0,-23.0,155.0,23.25,7.775919732441471,🟡 Sobre
2025-01,C004,300101,409,388,151.0,34.730000000000004,151.0,21.0,172.0,39.56,13.298969072164947,🟡 Sobre
2025-02,C004,300101,262,345,151.0,34.730000000000004,172.0,-83.0,89.0,20.470000000000002,7.739130434782608,🟡 Sobre
2025-03,C004,300101,379,359,151.0,34.730000000000004,89.0,20.0,109.0,25.070000000000004,9.108635097493037,🟡 Sobre
2025-04,C004,300101,344,334,151.0,34.730000000000004,109.0,10.0,119.0,27.370000000000005,10.688622754491018,🟡 Sobre
2025-05,C004,300101,370,382,151.0,34.730000000000004,119.0,-12.0,107.0,24.610000000000003,8.403141361256544,🟡 Sobre
2025-06,C004,300101,364,372,151.0,34.730000000000004,107.0,-8.0,99.0,22.770000000000003,7.983870967741935,🟡 Sobre
2025-07,C004,300101,353,395,151.0,34.730000000000004,99.0,-42.0,57.0,13.110000000000003,4.329113924050633,🟢 Bien
2025-08,C004,300101,470,376,151.0,34.730000000000004,57.0,94.0,151.0,34.730000000000004,12.047872340425533,🟡 Sobre
2025-09,C004,300101,390,372,151.0,34.730000000000004,151.0,18.0,169.0,38.870000000000005,13.629032258064516,🟡 Sobre
2025-10,C004,300101,338,383,151.0,34.730000000000004,169.0,-45.0,124.0,28.520000000000003,9.712793733681462,🟡 Sobre
2025-11,C004,300101,446,422,151.0,34.730000000000004,124.0,24.0,148.0,34.040000000000006,10.52132701421801,🟡 Sobre
2025-12,C004,300101,411,453,151.0,34.730000000000004,148.0,-42.0,106.0,24.380000000000006,7.0198675496688745,🟡 Sobre
2025-01,C004,300102,357,339,99.0,22.77,99.0,18.0,117.0,26.91,10.353982300884955,🟡 Sobre
2025-02,C004,300102,237,271,99.0,22.77,117.0,-34.0,83.0,19.09,9.18819188191882,🟡 Sobre
2025-03,C004,300102,284,281,99.0,22.77,83.0,3.0,86.0,19.78,9.18149466192171,🟡 Sobre
2025-04,C004,300102,288,312,99.0,22.77,86.0,-24.0,62.0,14.260000000000002,5.961538461538461,🟢 Bien
2025-05,C004,300102,310,314,99.0,22.77,62.0,-4.0,58.0,13.340000000000002,5.5414012738853495,🟢 Bien
2025-06,C004,300102,252,295,99.0,22.77,58.0,-43.0,15.0,3.450000000000001,1.5254237288135595,🟢 Bien
2025-07,C004,300102,330,317,99.0,22.77,15.0,13.0,28.0,6.440000000000001,2.649842271293376,🟢 Bien
2025-08,C004,300102,369,295,99.0,22.77,28.0,74.0,102.0,23.46,10.372881355932202,🟡 Sobre
2025-09,C004,300102,307,295,99.0,22.77,102.0,12.0,114.0,26.220000000000002,11.593220338983052,🟡 Sobre
2025-10,C004,300102,354,351,99.0,22.77,114.0,3.0,117.0,26.910000000000004,10.0,🟡 Sobre
2025-11,C004,300102,290,339,99.0,22.77,117.0,-49.0,68.0,15.640000000000002,6.017699115044247,🟢 Bien
2025-12,C004,300102,294,326,99.0,22.77,68.0,-32.0,36.0,8.280000000000001,3.312883435582822,🟢 Bien
2025-01,C004,900102,186,267,149.0,11.92,149.0,-81.0,68.0,5.4399999999999995,7.640449438202247,🟡 Sobre
2025-02,C004,900102,274,237,149.0,11.92,68.0,37.0,105.0,8.399999999999999,13.291139240506329,🟡 Sobre
2025-03,C004,900102,338,349,149.0,11.92,105.0,-11.0,94.0,7.519999999999999,8.080229226361032,🟡 Sobre
2025-04,C004,900102,335,308,149.0,11.92,94.0,27.0,121.0,9.68,11.785714285714285,🟡 Sobre
2025-05,C004,900102,294,293,149.0,11.92,121.0,1.0,122.0,9.76,12.491467576791809,🟡 Sobre
2025-06,C004,900102,258,293,149.0,11.92,122.0,-35.0,87.0,6.959999999999999,8.907849829351536,🟡 Sobre
2025-07,C004,900102,265,306,149.0,11.92,87.0,-41.0,46.0,3.679999999999999,4.509803921568627,🟢 Bien
2025-08,C004,900102,426,342,149.0,11.92,46.0,84.0,130.0,10.399999999999999,11.403508771929824,🟡 Sobre
2025-09,C004,900102,293,320,149.0,11.92,130.0,-27.0,103.0,8.239999999999998,9.65625,🟡 Sobre
2025-10,C004,900102,378,375,149.0,11.92,103.0,3.0,106.0,8.479999999999999,8.48,🟡 Sobre
2025-11,C004,900102,417,385,149.0,11.92,106.0,32.0,138.0,11.04,10.753246753246753,🟡 Sobre
2025-12,C004,900102,352,410,149.0,11.92,138.0,-58.0,80.0,6.3999999999999995,5.853658536585366,🟢 Bien
2025-01,C005,110112,430,448,205.0,20.5,205.0,-18.0,187.0,18.7,12.522321428571429,🟡 Sobre
2025-02,C005,110112,412,410,205.0,20.5,187.0,2.0,189.0,18.9,13.829268292682928,🟡 Sobre
2025-03,C005,110112,375,420,205.0,20.5,189.0,-45.0,144.0,14.399999999999999,10.285714285714286,🟡 Sobre
2025-04,C005,110112,416,386,205.0,20.5,144.0,30.0,174.0,17.4,13.523316062176166,🟡 Sobre
2025-05,C005,110112,407,412,205.0,20.5,174.0,-5.0,169.0,16.9,12.305825242718447,🟡 Sobre
2025-06,C005,110112,396,419,205.0,20.5,169.0,-23.0,146.0,14.599999999999998,10.45346062052506,🟡 Sobre
2025-07,C005,110112,498,489,205.0,20.5,146.0,9.0,155.0,15.499999999999998,9.50920245398773,🟡 Sobre
2025-08,C005,110112,474,453,205.0,20.5,155.0,21.0,176.0,17.599999999999998,11.655629139072847,🟡 Sobre
2025-09,C005,110112,508,484,205.0,20.5,176.0,24.0,200.0,20.0,12.396694214876034,🟡 Sobre
2025-10,C005,110112,356,454,205.0,20.5,200.0,-98.0,102.0,10.2,6.740088105726872,🟢 Bien
2025-11,C005,110112,461,472,205.0,20.5,102.0,-11.0,91.0,9.1,5.783898305084747,🟢 Bien
2025-12,C005,110112,563,522,205.0,20.5,91.0,41.0,132.0,13.2,7.586206896551725,🟡 Sobre
2025-01,C005,110113,275,272,105.0,26.25,105.0,3.0,108.0,27.0,11.911764705882351,🟡 Sobre
2025-02,C005,110113,165,217,105.0,26.25,108.0,-52.0,56.0,14.0,7.741935483870968,🟡 Sobre
2025-03,C005,110113,213,215,105.0,26.25,56.0,-2.0,54.0,13.5,7.5348837209302335,🟡 Sobre
2025-04,C005,110113,241,242,105.0,26.25,54.0,-1.0,53.0,13.25,6.570247933884297,🟢 Bien
2025-05,C005,110113,304,250,105.0,26.25,53.0,54.0,107.0,26.75,12.84,🟡 Sobre
2025-06,C005,110113,237,251,105.0,26.25,107.0,-14.0,93.0,23.25,11.115537848605578,🟡 Sobre
2025-07,C005,110113,265,260,105.0,26.25,93.0,5.0,98.0,24.5,11.307692307692307,🟡 Sobre
2025-08,C005,110113,254,261,105.0,26.25,98.0,-7.0,91.0,22.75,10.459770114942529,🟡 Sobre
2025-09,C005,110113,240,274,105.0,26.25,91.0,-34.0,57.0,14.25,6.240875912408759,🟢 Bien
2025-10,C005,110113,350,291,105.0,26.25,57.0,59.0,116.0,29.0,11.958762886597938,🟡 Sobre
2025-11,C005,110113,273,281,105.0,26.25,116.0,-8.0,108.0,27.0,11.530249110320284,🟡 Sobre
2025-12,C005,110113,252,241,105.0,26.25,108.0,11.0,119.0,29.75,14.813278008298756,🟡 Sobre
2025-01,C005,120101,415,485,240.0,60.0,240.0,-70.0,170.0,42.5,10.515463917525773,🟡 Sobre
2025-02,C005,120101,456,414,240.0,60.0,170.0,42.0,212.0,53.0,15.36231884057971,🟡 Sobre
2025-03,C005,120101,452,485,240.0,60.0,212.0,-33.0,179.0,44.75,11.072164948453608,🟡 Sobre
2025-04,C005,120101,485,466,240.0,60.0,179.0,19.0,198.0,49.5,12.746781115879827,🟡 Sobre
2025-05,C005,120101,412,528,240.0,60.0,198.0,-116.0,82.0,20.5,4.659090909090909,🟢 Bien
2025-06,C005,120101,566,507,240.0,60.0,82.0,59.0,141.0,35.25,8.343195266272188,🟡 Sobre
2025-07,C005,120101,593,541,240.0,60.0,141.0,52.0,193.0,48.25,10.702402957486138,🟡 Sobre
2025-08,C005,120101,475,517,240.0,60.0,193.0,-42.0,151.0,37.75,8.762088974854933,🟡 Sobre
2025-09,C005,120101,486,523,240.0,60.0,151.0,-37.0,114.0,28.5,6.539196940726578,🟢 Bien
2025-10,C005,120101,507,504,240.0,60.0,114.0,3.0,117.0,29.25,6.964285714285714,🟢 Bien
2025-11,C005,120101,552,517,240.0,60.0,117.0,35.0,152.0,38.0,8.820116054158607,🟡 Sobre
2025-12,C005,120101,677,593,240.0,60.0,152.0,84.0,236.0,59.0,11.93929173693086,🟡 Sobre
2025-01,C005,120103,303,299,132.0,26.400000000000002,132.0,4.0,136.0,27.200000000000003,13.645484949832776,🟡 Sobre
2025-02,C005,120103,264,294,132.0,26.400000000000002,136.0,-30.0,106.0,21.200000000000003,10.816326530612246,🟡 Sobre
2025-03,C005,120103,287,315,132.0,26.400000000000002,106.0,-28.0,78.0,15.600000000000001,7.428571428571429,🟡 Sobre
2025-04,C005,120103,304,330,132.0,26.400000000000002,78.0,-26.0,52.0,10.400000000000002,4.727272727272727,🟢 Bien
2025-05,C005,120103,433,349,132.0,26.400000000000002,52.0,84.0,136.0,27.200000000000003,11.69054441260745,🟡 Sobre
2025-06,C005,120103,333,354,132.0,26.400000000000002,136.0,-21.0,115.0,23.000000000000004,9.745762711864407,🟡 Sobre
2025-07,C005,120103,327,363,132.0,26.400000000000002,115.0,-36.0,79.0,15.800000000000004,6.528925619834711,🟢 Bien
2025-08,C005,120103,543,383,132.0,26.400000000000002,79.0,160.0,239.0,47.800000000000004,18.720626631853786,🟡 Sobre
2025-09,C005,120103,312,320,132.0,26.400000000000002,239.0,-8.0,231.0,46.2,21.65625,🟡 Sobre
2025-10,C005,120103,394,353,132.0,26.400000000000002,231.0,41.0,272.0,54.400000000000006,23.11614730878187,🟡 Sobre
2025-11,C005,120103,340,355,132.0,26.400000000000002,272.0,-15.0,257.0,51.400000000000006,21.71830985915493,🟡 Sobre
2025-12,C005,120103,364,391,132.0,26.400000000000002,257.0,-27.0,230.0,46.00000000000001,17.647058823529413,🟡 Sobre
2025-01,C005,120104,283,323,145.0,29.0,145.0,-40.0,105.0,21.0,9.752321981424148,🟡 Sobre
2025-02,C005,120104,333,300,145.0,29.0,105.0,33.0,138.0,27.6,13.8,🟡 Sobre
2025-03,C005,120104,285,348,145.0,29.0,138.0,-63.0,75.0,15.0,6.46551724137931,🟢 Bien
2025-04,C005,120104,303,310,145.0,29.0,75.0,-7.0,68.0,13.6,6.580645161290323,🟢 Bien
2025-05,C005,120104,395,329,145.0,29.0,68.0,66.0,134.0,26.8,12.218844984802432,🟡 Sobre
2025-06,C005,120104,311,334,145.0,29.0,134.0,-23.0,111.0,22.2,9.970059880239521,🟡 Sobre
2025-07,C005,120104,336,371,145.0,29.0,111.0,-35.0,76.0,15.2,6.1455525606469,🟢 Bien
2025-08,C005,120104,435,392,145.0,29.0,76.0,43.0,119.0,23.799999999999997,9.107142857142856,🟡 Sobre
2025-09,C005,120104,339,323,145.0,29.0,119.0,16.0,135.0,26.999999999999996,12.538699690402476,🟡 Sobre
2025-10,C005,120104,281,358,145.0,29.0,135.0,-77.0,58.0,11.599999999999996,4.860335195530726,🟢 Bien
2025-11,C005,120104,314,333,145.0,29.0,58.0,-19.0,39.0,7.799999999999995,3.5135135135135136,🟢 Bien
2025-12,C005,120104,452,387,145.0,29.0,39.0,65.0,104.0,20.799999999999997,8.062015503875969,🟡 Sobre
2025-01,C005,130101,845,887,356.0,53.4,356.0,-42.0,314.0,47.1,10.620067643742953,🟡 Sobre
2025-02,C005,130101,927,848,356.0,53.4,314.0,79.0,393.0,58.95,13.903301886792454,🟡 Sobre
2025-03,C005,130101,822,903,356.0,53.4,393.0,-81.0,312.0,46.800000000000004,10.365448504983389,🟡 Sobre
2025-04,C005,130101,830,871,356.0,53.4,312.0,-41.0,271.0,40.650000000000006,9.334098737083812,🟡 Sobre
2025-05,C005,130101,861,840,356.0,53.4,271.0,21.0,292.0,43.800000000000004,10.428571428571429,🟡 Sobre
2025-06,C005,130101,851,820,356.0,53.4,292.0,31.0,323.0,48.45,11.817073170731708,🟡 Sobre
2025-07,C005,130101,1037,1021,356.0,53.4,323.0,16.0,339.0,50.85,9.960822722820764,🟡 Sobre
2025-08,C005,130101,951,934,356.0,53.4,339.0,17.0,356.0,53.4,11.434689507494646,🟡 Sobre
